,뉴스제목,주가변동
11796,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11797,외국인/기관 연속 순매도일 상위 20종목(코스피),1
11798,코스닥 상승률 상위 50종목,1
11799,코스닥 하락률 상위 50종목,1
11800,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
11801,국내 채권금리 동향(마감),1
11802,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
11803,증시요약(8) - 기술적 분석 특징주 B(코스피),1
11804,오후장 기술적 분석 특징주 B(코스닥),1
11805,[재송]7일 장 마감 후 주요 종목 뉴스,1
11806,장중 주요 종목 공시,1
11807,장마감 후 주요 종목 공시,1
11808,오전장 기술적 분석 특징주 B(코스닥),1
11809,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
11810,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
11811,오후장 기술적 분석 특징주 A(코스닥),1
11812,한국석유(004090)  상승폭 확대 +6.45%,1
11813,코스피 상승률 상위 50종목,1
11814,오후장 기술적 분석 특징주 B(코스피),1
11815,증시요약(7) - 기술적 분석 특징주 A(코스피),1
11816,코스닥 하락률 상위 50종목,1
11817,오전장 기술적 분석 특징주 A(코스닥),1
11818,코스닥 상승률 상위 50종목,1
11819,오전장 기술적 분석 특징주 B(코스피),1
11820,오전장 기술적 분석 특징주 B(코스닥),1
11821,코스닥 하락률 상위 50종목,1
11822,코스닥 상승률 상위 50종목,1
11823,코스닥 하락률 상위 50종목,1
11824,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11825,코스닥 하락률 상위 50종목,1
11826,오전장 기술적 분석 특징주 B(코스피),1
11827,뉴욕증시 마감시황,1
11828,코스피 하락률 상위 50종목,1
11829,[뉴욕증시]스태그플레이션 공포에 '털썩'…나스닥 3.62%↓,1
11830,코스피 하락률 상위 50종목,1
11831,미국 주요 ETF 등락률,1
11832,코스피 상승률 상위 50종목,1
11833,"코스피 기관 순매수,도 상위20종목",1
11834,코스닥 상승률 상위 50종목,1
11835,오전장 기술적 분석 특징주 A(코스피),1
11836,외국인/기관 연속 순매도일 상위 20종목(코스피),1
11837,외국인/기관 연속 순매수일 상위 20종목(코스피),1
11838,"외국계 순매수,도 상위종목(코스닥) 금액기준",1
11839,미국 주요기업 주가등락률(마감),1
11840,장마감 후 주요 종목 공시,1
11841,증시요약(1) - 코스피 마감시황,1
11842,증시요약(2) - 코스닥 마감시황,1
11843,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
11844,국내 환율 마감시황,1
11845,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
11846,증시요약(8) - 기술적 분석 특징주 B(코스피),1
11847,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11848,오후장 기술적 분석 특징주 B(코스닥),1
11849,코스닥 하락률 상위 50종목,1
11850,오전장 기술적 분석 특징주 A(코스닥),1
11851,오전장 기술적 분석 특징주 B(코스닥),1
11852,오후장 기술적 분석 특징주 A(코스닥),1
11853,증시요약(7) - 기술적 분석 특징주 A(코스피),1
11854,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
11855,오후장 기술적 분석 특징주 B(코스피),1
11856,15일 장 마감 후 주요 종목 뉴스,1
11857,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
11858,오전장 기술적 분석 특징주 B(코스피),1
11859,코스닥 하락률 상위 50종목,1
11860,"고려신용정보(049720)  소폭 상승세 +3.78%, 4거래일 연속 상승",1
11861,코스닥 하락률 상위 50종목,1
11862,코스피 하락률 상위 50종목,1
11863,장중 주요 종목 공시,1
11864,오전장 기술적 분석 특징주 B(코스닥),1
11865,외국인/기관 연속 순매도일 상위 20종목(코스피),1
11866,오전장 기술적 분석 특징주 B(코스피),1
11867,코스닥 상승률 상위 50종목,1
11868,오전장 기술적 분석 특징주 A(코스닥),1
11869,오전장 기술적 분석 특징주 A(코스피),1
11870,"[이슈+] 연준 '금리 인상' 카운트다운... FOMC, '증시 반등' 기회될까",1
11871,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11872,'러 디폴트' 우려에 美 금리인상 초읽기… 폭풍전야 금융시장 [러 국가부도 16일이 1차 고비],1
11873,코스피 상승률 상위 50종목,1
11874,코스닥 상승률 상위 50종목,1
11875,코스닥 하락률 상위 50종목,1
11876,증시요약(5) - 특징 종목(코스닥),1
11877,오후장 기술적 분석 특징주 A(코스피),1
11878,코스닥 상승률 상위 50종목,1
11879,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11880,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
11881,장마감 후 주요 종목 공시,1
11882,국내 채권금리 동향(마감),1
11883,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
11884,장중 주요 종목 공시,1
11885,증시요약(8) - 기술적 분석 특징주 B(코스피),1
11886,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
11887,증시요약(7) - 기술적 분석 특징주 A(코스피),1
11888,코스닥 상승률 상위 50종목,1
11889,[재송]15일 장 마감 후 주요 종목 뉴스,1
11890,오후장 기술적 분석 특징주 A(코스닥),1
11891,오후장 기술적 분석 특징주 B(코스닥),1
11892,코스닥 하락률 상위 50종목,1
11893,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
11894,오전장 기술적 분석 특징주 A(코스닥),1
11895,코스피 하락률 상위 50종목,1
11896,<특검 “최순실 국정교과서에도 개입”…태블릿 잠금 패턴은 모두 ‘L’> 관련 정정보도문,1
11897,코스닥 하락률 상위 50종목,1
11898,코스피 하락률 상위 50종목,1
11899,오후장 기술적 분석 특징주 B(코스피),1
11900,오전장 기술적 분석 특징주 B(코스피),1
11901,코스피 상승률 상위 50종목,1
11902,16일 장 마감 후 주요 종목 뉴스,1
11903,코스피 하락률 상위 50종목,1
11904,오전장 기술적 분석 특징주 A(코스닥),1
11905,오전장 기술적 분석 특징주 B(코스닥),1
11906,외국인/기관 연속 순매도일 상위 20종목(코스피),1
11907,코스닥 상승률 상위 50종목,1
11908,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11909,코스닥 하락률 상위 50종목,1
11910,코스피 상승률 상위 50종목,1
11911,코스닥 상승률 상위 50종목,1
11912,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11913,증시요약(6) - 특징 상한가 및 급등종목,1
11914,오전장 기술적 분석 특징주 B(코스닥),1
11915,코스피 상승률 상위 50종목,1
11916,증시요약(5) - 특징 종목(코스닥),1
11917,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11918,코스닥 상승률 상위 50종목,1
11919,오전장 기술적 분석 특징주 A(코스피),1
11920,"SG&G, 지난사업연도 연결 영업손실 5.31억원",1
11921,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
11922,증시요약(7) - 기술적 분석 특징주 A(코스피),1
11923,장마감 후 주요 종목 공시,1
11924,코스닥 하락률 상위 50종목,1
11925,국내 채권금리 동향(마감),1
11926,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
11927,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
11928,증시요약(8) - 기술적 분석 특징주 B(코스피),1
11929,오후장 기술적 분석 특징주 B(코스닥),1
11930,오후장 기술적 분석 특징주 A(코스닥),1
11931,코스닥 상승률 상위 50종목,1
11932,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
11933,코스닥 하락률 상위 50종목,1
11934,오전장 기술적 분석 특징주 A(코스닥),1
11935,오전장 기술적 분석 특징주 B(코스닥),1
11936,코스피 하락률 상위 50종목,1
11937,코스닥 상승률 상위 50종목,1
11938,오전장 기술적 분석 특징주 B(코스피),1
11939,오전장 기술적 분석 특징주 A(코스닥),1
11940,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11941,코스닥 하락률 상위 50종목,1
11942,코스피 하락률 상위 50종목,1
11943,오후장 기술적 분석 특징주 A(코스피),1
11944,코스닥 상승률 상위 50종목,1
11945,오후장 기술적 분석 특징주 B(코스피),1
11946,코스피 상승률 상위 50종목,1
11947,증시요약(6) - 특징 상한가 및 급등종목,1
11948,오전장 기술적 분석 특징주 A(코스피),1
11949,오전장 기술적 분석 특징주 B(코스닥),1
11950,"외국계 순매수,도 상위종목(코스피) 수량기준",1
11951,"[속보]미Fed, 점도표서 올해 말 금리 1.9% 예상...추가 6회 올릴 듯",1
11952,외국인/기관 연속 순매도일 상위 20종목(코스피),1
11953,오전장 기술적 분석 특징주 B(코스피),1
11954,[포토]美 연준 기준금리 0.25%p 인상,1
11955,코스피 상승률 상위 50종목,1
11956,"[속보] 연준 ""다음 회의에서 대차 대조표 축소 시작할 것""",1
11957,동학개미 던진 것만 올랐다…'줍줍=하락' 왜,1
11958,코스피 하락률 상위 50종목,1
11959,"[속보]미 Fed, 기준금리 0.25%P 인상",1
11960,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
11961,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
11962,"SG, 지난사업연도 연결 영업손실 148.45억원",1
11963,증시요약(7) - 기술적 분석 특징주 A(코스피),1
11964,국내 채권금리 동향(마감),1
11965,오후장 기술적 분석 특징주 A(코스닥),1
11966,증시요약(8) - 기술적 분석 특징주 B(코스피),1
11967,한국석유(004090)  소폭 상승세 +4.43%,1
11968,"예금보험공사, 채무자 무이자 상환유예 1년 추가 연장",1
11969,오후장 기술적 분석 특징주 B(코스닥),1
11970,코로나19에 사업보고서 제출지연 신청한 상장사는?,1
11971,코스닥 하락률 상위 50종목,1
11972,오전장 기술적 분석 특징주 A(코스닥),1
11973,코스닥 하락률 상위 50종목,1
11974,"'7만전자'에 갇힌 삼성전자…""기다려야"" Vs ""지금이 살때""",1
11975,오후장 기술적 분석 특징주 A(코스피),1
11976,코스닥 하락률 상위 50종목,1
11977,오전장 기술적 분석 특징주 B(코스닥),1
11978,"예금보험공사, 채무자 무이자 상환유예 1년 추가 연장",1
11979,니케이지수(일본) : 춘분의 날로 휴장,1
11980,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
11981,떨어질 때 더 떨어진 현대차…중고차 앞세워 반등할까,1
11982,미국 주요기업 주가등락률(마감),1
11983,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
11984,오전장 기술적 분석 특징주 A(코스닥),1
11985,ETF=TIGER?.. 5%p 차이 '벽' 깨졌다,1
11986,"모두투어(080160)  +3.24%, 롯데관광개발 +3.53%, 인터파크 +3.03%, 참좋은여행 +3.64%, 하나투어 +2.88%",1
11987,코스닥 하락률 상위 50종목,1
11988,미국시장 테마시황,1
11989,오전장 기술적 분석 특징주 A(코스피),1
11990,코스닥 상승률 상위 50종목,1
11991,코스피 상승률 상위 50종목,1
11992,외국인/기관 연속 순매도일 상위 20종목(코스피),1
11993,"흥구석유(024060)  소폭 상승세 +3.61%, 3거래일 연속 상승",1
11994,오후장 기술적 분석 특징주 B(코스피),1
11995,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
11996,코스피 하락률 상위 50종목,1
11997,코스닥 상승률 상위 50종목,1
11998,코스피 하락률 상위 50종목,1
11999,뉴욕증시 마감시황,1
12000,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12001,국내 채권금리 동향(마감),1
12002,장마감 후 주요 종목 공시,1
12003,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12004,증시요약(8) - 기술적 분석 특징주 B(코스피),1
12005,오후장 기술적 분석 특징주 A(코스피),1
12006,코스닥 하락률 상위 50종목,1
12007,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12008,코스피 하락률 상위 50종목,1
12009,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
12010,오전장 기술적 분석 특징주 A(코스피),1
12011,코스닥 하락률 상위 50종목,1
12012,코스피 하락률 상위 50종목,1
12013,오후장 기술적 분석 특징주 A(코스닥),1
12014,코스피 하락률 상위 50종목,1
12015,오전장 기술적 분석 특징주 A(코스닥),1
12016,오후장 기술적 분석 특징주 B(코스피),1
12017,코스닥 하락률 상위 50종목,1
12018,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12019,오후장 기술적 분석 특징주 B(코스닥),1
12020,오전장 기술적 분석 특징주 A(코스피),1
12021,외국인/기관 연속 순매도일 상위 20종목(코스피),1
12022,코스피 상승률 상위 50종목,1
12023,코스피 상승률 상위 50종목,1
12024,오전장 기술적 분석 특징주 B(코스피),1
12025,코스닥 하락률 상위 50종목,1
12026,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
12027,증시요약(5) - 특징 종목(코스닥),1
12028,코스닥 상승률 상위 50종목,1
12029,코스피 하락률 상위 50종목,1
12030,오전장 기술적 분석 특징주 A(코스닥),1
12031,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12032,오전장 기술적 분석 특징주 B(코스닥),1
12033,코스피 상승률 상위 50종목,1
12034,"코스닥 외국인 순매수,도 상위20종목",1
12035,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12036,"[종목이슈] '너무 빠졌나' 2차전지株 반등...""리스크 정점 지났다""",1
12037,오전장 기술적 분석 특징주 B(코스닥),1
12038,코스닥 상승률 상위 50종목,1
12039,"코스닥 기관 순매수,도 상위20종목",1
12040,국내 환율 마감시황,1
12041,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12042,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12043,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12044,오후장 기술적 분석 특징주 A(코스닥),1
12045,오전장 기술적 분석 특징주 A(코스닥),1
12046,오전장 기술적 분석 특징주 A(코스닥),1
12047,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
12048,오후장 기술적 분석 특징주 B(코스닥),1
12049,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
12050,코스닥 상승률 상위 50종목,1
12051,미국 주요기업 주가등락률(마감),1
12052,미국 주요 ETF 등락률,1
12053,오후장 기술적 분석 특징주 A(코스피),1
12054,오전장 기술적 분석 특징주 A(코스피),1
12055,증시요약(8) - 기술적 분석 특징주 B(코스피),1
12056,코스피 상승률 상위 50종목,1
12057,외국인/기관 연속 순매도일 상위 20종목(코스피),1
12058,오전장 기술적 분석 특징주 B(코스닥),1
12059,코스닥 하락률 상위 50종목,1
12060,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12061,오전장 기술적 분석 특징주 A(코스피),1
12062,코스닥 상승률 상위 50종목,1
12063,코스닥 하락률 상위 50종목,1
12064,오전장 기술적 분석 특징주 B(코스닥),1
12065,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12066,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12067,코스피 하락률 상위 50종목,1
12068,코스닥 하락률 상위 50종목,1
12069,"코스닥 외국인 순매수,도 상위20종목",1
12070,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12071,코스피 상승률 상위 50종목,1
12072,외국인/기관 연속 순매수일 상위 20종목(코스피),1
12073,증권사 신규추천 종목,1
12074,뉴욕증시 마감시황,1
12075,코스피 하락률 상위 50종목,1
12076,"코스닥 기관 순매수,도 상위20종목",1
12077,코스닥 상승률 상위 20종목(직전 30분 기준),1
12078,"""2배는 시시, 3배 하락 베팅""... 美도 韓도'불개미' 몰려든다",1
12079,코스닥 상승률 상위 50종목,1
12080,국내 채권금리 동향(마감),1
12081,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12082,오후장 기술적 분석 특징주 A(코스닥),1
12083,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12084,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12085,오전장 기술적 분석 특징주 A(코스닥),1
12086,미국시장 테마시황,1
12087,오전장 기술적 분석 특징주 A(코스닥),1
12088,증시요약(8) - 기술적 분석 특징주 B(코스피),1
12089,뉴욕증시 마감시황,1
12090,미국 주요 ETF 등락률,1
12091,코스닥 하락률 상위 50종목,1
12092,주요환율 및 반도체/상품동향,1
12093,코스닥 하락률 상위 50종목,1
12094,미국 주요기업 주가등락률(마감),1
12095,국내외 주요 마감지수,1
12096,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
12097,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
12098,오전장 기술적 분석 특징주 A(코스피),1
12099,국제유가 마감시황,1
12100,오후장 기술적 분석 특징주 A(코스피),1
12101,코스피 상승률 상위 50종목,1
12102,외국인/기관 연속 순매도일 상위 20종목(코스피),1
12103,오후장 기술적 분석 특징주 B(코스닥),1
12104,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12105,코스피 하락률 상위 50종목,1
12106,오전장 기술적 분석 특징주 A(코스피),1
12107,코스닥 하락률 상위 50종목,1
12108,오전장 기술적 분석 특징주 B(코스닥),1
12109,코스피 하락률 상위 50종목,1
12110,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12111,코스피 상승률 상위 50종목,1
12112,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12113,코스닥 하락률 상위 50종목,1
12114,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12115,오전장 기술적 분석 특징주 B(코스피),1
12116,코스닥 상승률 상위 50종목,1
12117,오후장 기술적 분석 특징주 B(코스피),1
12118,장마감 후 주요 종목 공시,1
12119,코스닥 상승률 상위 50종목,1
12120,국내 채권금리 동향(마감),1
12121,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12122,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12123,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12124,"2년 연속 비적정, 상폐 기로에 선 17개사…첫 비적정도 “투자주의”",1
12125,뉴욕증시 마감시황,1
12126,미국시장 테마시황,1
12127,증시요약(8) - 기술적 분석 특징주 B(코스피),1
12128,오후장 기술적 분석 특징주 B(코스닥),1
12129,미국 주요기업 주가등락률(마감),1
12130,오후장 기술적 분석 특징주 A(코스닥),1
12131,미국 주요 ETF 등락률,1
12132,"아시아나항공(020560)  소폭 상승세 +3.50%, 티웨이항공 +3.12%, 제주항공 +2.37%, 대한항공 +1.67%",1
12133,국내외 주요 마감지수,1
12134,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
12135,오전장 기술적 분석 특징주 A(코스닥),1
12136,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
12137,주요환율 및 반도체/상품동향,1
12138,오전장 기술적 분석 특징주 A(코스닥),1
12139,국제유가 마감시황,1
12140,코스피 하락률 상위 50종목,1
12141,외국인/기관 연속 순매도일 상위 20종목(코스피),1
12142,오후장 기술적 분석 특징주 A(코스피),1
12143,오전장 기술적 분석 특징주 A(코스피),1
12144,코스피 하락률 상위 50종목,1
12145,코스피 상승률 상위 50종목,1
12146,오후장 기술적 분석 특징주 B(코스피),1
12147,코스닥 상승률 상위 50종목,1
12148,코스닥 하락률 상위 50종목,1
12149,오전장 기술적 분석 특징주 B(코스피),1
12150,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12151,오전장 기술적 분석 특징주 A(코스피),1
12152,코스피 하락률 상위 50종목,1
12153,오전장 기술적 분석 특징주 B(코스닥),1
12154,코스피 상승률 상위 50종목,1
12155,코스닥 하락률 상위 50종목,1
12156,장마감 후 주요 종목 공시,1
12157,코스피 상승률 상위 50종목,1
12158,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12159,코스피 하락률 상위 50종목,1
12160,"세계 주요 투자은행, 中 경제성장률 전망치 잇따라 낮춰",1
12161,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12162,지에스이(053050)  상승폭 확대 +9.09%,1
12163,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12164,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12165,증시요약(8) - 기술적 분석 특징주 B(코스피),1
12166,오후장 기술적 분석 특징주 A(코스닥),1
12167,코스피 하락률 상위 50종목,1
12168,오후장 기술적 분석 특징주 B(코스닥),1
12169,오전장 기술적 분석 특징주 B(코스닥),1
12170,코스닥 하락률 상위 50종목,1
12171,장마감 후 주요 종목 공시,1
12172,코스닥 하락률 상위 50종목,1
12173,뉴욕증시 마감시황,1
12174,오전장 기술적 분석 특징주 A(코스닥),1
12175,미국시장 테마시황,1
12176,오후장 기술적 분석 특징주 A(코스피),1
12177,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
12178,외국인/기관 연속 순매도일 상위 20종목(코스피),1
12179,코스피 상승률 상위 50종목,1
12180,코스피 하락률 상위 50종목,1
12181,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
12182,오전장 기술적 분석 특징주 A(코스피),1
12183,코스닥 상승률 상위 50종목,1
12184,국제유가 마감시황,1
12185,주요환율 및 반도체/상품동향,1
12186,코스닥 하락률 상위 50종목,1
12187,증시요약(6) - 특징 상한가 및 급등종목,1
12188,국내외 주요 마감지수,1
12189,코스닥 하락률 상위 50종목,1
12190,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12191,오전장 기술적 분석 특징주 B(코스닥),1
12192,오후장 기술적 분석 특징주 B(코스피),1
12193,코스피 하락률 상위 50종목,1
12194,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12195,"코스닥 외국인 순매수,도 상위20종목",1
12196,전일자 주요 지분 변동 공시,1
12197,코스피 하락률 상위 50종목,1
12198,"코스피 외국인 순매수,도 상위20종목",1
12199,오전장 기술적 분석 특징주 A(코스피),1
12200,증시요약(1) - 코스피 마감시황,1
12201,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12202,국내 채권금리 동향(마감),1
12203,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12204,오후장 기술적 분석 특징주 B(코스닥),1
12205,증시요약(8) - 기술적 분석 특징주 B(코스피),1
12206,오전장 기술적 분석 특징주 B(코스닥),1
12207,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12208,오후장 기술적 분석 특징주 A(코스닥),1
12209,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
12210,외국인/기관 연속 순매도일 상위 20종목(코스피),1
12211,코스닥 상승률 상위 50종목,1
12212,코스피 상승률 상위 50종목,1
12213,"[키움증권 데일리] 미 증시, FOMC 의사록 부담 등으로 약세",1
12214,미국시장 테마시황,1
12215,오전장 기술적 분석 특징주 B(코스닥),1
12216,미국 주요기업 주가등락률(마감),1
12217,뉴욕증시 마감시황,1
12218,코스닥 하락률 상위 50종목,1
12219,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12220,코스닥 하락률 상위 50종목,1
12221,코스피 하락률 상위 50종목,1
12222,코스닥 하락률 상위 50종목,1
12223,오전장 기술적 분석 특징주 A(코스닥),1
12224,코스피 하락률 상위 50종목,1
12225,미국 주요 ETF 등락률,1
12226,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
12227,국제유가 마감시황,1
12228,코스피 하락률 상위 50종목,1
12229,코스피 하락률 상위 50종목,1
12230,오후장 기술적 분석 특징주 B(코스피),1
12231,코스닥 하락률 상위 50종목,1
12232,코스닥 상승률 상위 50종목,1
12233,코스피 상승률 상위 50종목,1
12234,오전장 기술적 분석 특징주 A(코스피),1
12235,오후장 기술적 분석 특징주 A(코스피),1
12236,신용비율 상위 종목,1
12237,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12238,오전장 기술적 분석 특징주 B(코스피),1
12239,주요환율 및 반도체/상품동향,1
12240,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12241,국내 채권금리 동향(마감),1
12242,"키움투자자산운용, '2022 모닝스타 어워즈' 베스트 한국 채권 운용사 선정",1
12243,증시요약(8) - 기술적 분석 특징주 B(코스피),1
12244,뉴욕증시 마감시황,1
12245,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12246,오후장 기술적 분석 특징주 B(코스닥),1
12247,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12248,미국 주요기업 주가등락률(마감),1
12249,오전장 기술적 분석 특징주 B(코스닥),1
12250,미국 주요 ETF 등락률,1
12251,"(영상)무디스 ""올해 韓기업 수익성 양호…원자잿값 상승은 위험""",1
12252,미국시장 테마시황,1
12253,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
12254,오전장 기술적 분석 특징주 A(코스닥),1
12255,코스닥 하락률 상위 50종목,1
12256,"중앙에너비스(000440)  +19.80%, 흥구석유 +8.36%, 극동유화 +3.04%",1
12257,코스피 상승률 상위 50종목,1
12258,코스닥 하락률 상위 50종목,1
12259,오전장 기술적 분석 특징주 B(코스닥),1
12260,코스닥 상승률 상위 50종목,1
12261,오후장 기술적 분석 특징주 A(코스닥),1
12262,오전장 기술적 분석 특징주 B(코스피),1
12263,"키움투자자산운용, '2022 모닝스타 어워즈' 베스트 한국 채권 운용사 선정",1
12264,코스피 하락률 상위 50종목,1
12265,[뉴욕증시]긴축 우려에 경기둔화 압박까지 뉴욕증시 ‘털썩’,1
12266,오후장 기술적 분석 특징주 B(코스피),1
12267,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
12268,코스피 하락률 상위 50종목,1
12269,코스닥 하락률 상위 50종목,1
12270,외국인/기관 연속 순매도일 상위 20종목(코스피),1
12271,"키움투자자산운용, '2022 모닝스타 어워즈' 베스트 한국 채권 운용사 선정",1
12272,코스피 하락률 상위 50종목,1
12273,오후장 기술적 분석 특징주 A(코스피),1
12274,코스피 하락률 상위 50종목,1
12275,국제유가 마감시황,1
12276,국내외 주요 마감지수,1
12277,"외국계 순매수,도 상위종목(코스닥) 수량기준",1
12278,장마감 후 주요 종목 공시,1
12279,오전장 기술적 분석 특징주 B(코스피),1
12280,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12281,국내 환율 마감시황,1
12282,CAC40(프랑스) : Easter Monday로 휴장,1
12283,FTSE100(영국) : Easter Monday로 휴장,1
12284,오후장 기술적 분석 특징주 B(코스닥),1
12285,국내 채권금리 동향(마감),1
12286,오전장 기술적 분석 특징주 B(코스닥),1
12287,DAX30(독일) : Easter Monday로 휴장,1
12288,증시요약(8) - 기술적 분석 특징주 B(코스피),1
12289,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12290,국내외 주요 마감지수,1
12291,주요환율 및 반도체/상품동향,1
12292,오전장 기술적 분석 특징주 B(코스닥),1
12293,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12294,항셍지수(홍콩) : Easter Monday로 휴장,1
12295,외국인/기관 연속 순매수일 상위 20종목(코스닥),1
12296,오전장 기술적 분석 특징주 B(코스피),1
12297,오후장 기술적 분석 특징주 B(코스피),1
12298,"中 3월 광공업 생산, 전년동기比 5.0% 증가…소비는 -3.5%[속보]",1
12299,중국 1분기 GDP 증가율 4.8%[속보],1
12300,외국인/기관 연속 순매도일 상위 20종목(코스닥),1
12301,코스피 하락률 상위 50종목,1
12302,오후장 기술적 분석 특징주 A(코스피),1
12303,오전장 기술적 분석 특징주 B(코스피),1
12304,코스닥 하락률 상위 50종목,1
12305,오전장 기술적 분석 특징주 A(코스피),1
12306,코스피 하락률 상위 50종목,1
12307,오후장 기술적 분석 특징주 A(코스닥),1
12308,코스피 하락률 상위 50종목,1
12309,"삼성전자, 외국인·기관 3주째 매도 1위…반등 시점은?",1
12310,코스닥 상승률 상위 50종목,1
12311,코스닥 하락률 상위 50종목,1
12312,외국인/기관 연속 순매도일 상위 20종목(코스피),1
12313,"코스피 기관 순매수,도 상위20종목",1
12314,"주요 기업 영업이익 예상치 및 실적 발표 일정 (2022년 1분기, 2022.04.18 기준, 연결)",1
12315,신용비율 상위 종목,1
12316,오전장 기술적 분석 특징주 A(코스닥),1
12317,증권사 신규추천 종목,1
12318,외국인/기관 연속 순매수일 상위 20종목(코스피),1
12319,오전장 기술적 분석 특징주 A(코스닥),1
12320,국내 환율 마감시황,1
12321,국내 채권금리 동향(마감),1
12322,증시요약(10) - 기술적 분석 특징주 B(코스닥),1
12323,증시요약(9) - 기술적 분석 특징주 A(코스닥),1
12324,증시요약(7) - 기술적 분석 특징주 A(코스피),1
12325,오후장 기술적 분석 특징주 B(코스닥),1
12326,오전장 기술적 분석 특징주 B(코스닥),1
